brand_name,model_name,condition_name,grade_name,gb_spec_name,colour_name,network_name,,,,,count
HP,"COMPAQ 8000 ELITE",Working,"Grade B - Good Condition",4GB,Black,"Not Applicable",,,,,3
HP,"COMPAQ 8000 ELITE",Working,"Grade B - Good Condition",4GB,Grey,"Not Applicable",,,,,1
HP,"COMPAQ 8000 ELITE SFF",Working,"Grade B - Good Condition",2GB,Black,"Not Applicable",,,,,47
HP,"COMPAQ 8000 ULTRA SLIM",Working,"Grade B - Good Condition",4GB,Black,"Not Applicable",,,,,6
HP,"COMPAQ 8000 ULTRA SLIM",Working,"Grade B - Good Condition",2GB,Black,"Not Applicable",,,,,1
HP,"COMPAQ 8200 ELITE SFF",Working,"Grade B - Good Condition",4GB,Black,"Not Applicable",,,,,6
HP,"COMPAQ 8510P LAPTOP",Working,"Grade B - Good Condition",1GB,Black,"Not Applicable",,,,,1
HP,"COMPAQ D330 UT",Working,"Grade B - Good Condition",256MB,Silver,"Not Applicable",,,,,1
HP,"COMPAQ D510 SFF",Working,"Grade B - Good Condition",256MB,Silver,"Not Applicable",,,,,1
HP,"COMPAQ DC 7700P",Working,"Grade B - Good Condition",256MB,Black,"Not Applicable",,,,,1
HP,"COMPAQ DC5750- 2GB RAM,   80GB HDD",Working,"Grade B - Good Condition",2GB,Silver,"Not Applicable",,,,,5
HP,"COMPAQ DC5800 SFF",Working,"Grade B - Good Condition",2GB,Black,"Not Applicable",,,,,14
HP,"COMPAQ DC5850",Working,"Grade B - Good Condition",1GB,Silver,"Not Applicable",,,,,2
HP,"COMPAQ DC5850",Working,"Grade B - Good Condition",2GB,Silver,"Not Applicable",,,,,1
HP,"COMPAQ DC7700P",Working,"Grade B - Good Condition",1GB,Silver,"Not Applicable",,,,,2
HP,"COMPAQ DC7800P",Working,"Grade B - Good Condition",2GB,Silver,"Not Applicable",,,,,1
HP,"COMPAQ DC7800P",Working,"Grade B - Good Condition",4GB,Silver,"Not Applicable",,,,,2
HP,"COMPAQ DC7900 ULTRA SLIM DEKSTOP",Working,"Grade B - Good Condition",4GB,Silver,"Not Applicable",,,,,1
HP,"COMPAQ DC7900 ULTRA SLIM DEKSTOP",Working,"Grade B - Good Condition",2GB,Silver,"Not Applicable",,,,,10
HP,"COMPAQ DX2400 MICROTOWER - PENTIUM DUAL-CORE E5200, 2.50GHZ, 2GB RAM, 250GB HDD",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",,,,,1
HP,"COMPAQ DX2400 MICROTOWER - PENTIUM DUAL-CORE E5200, 2.50GHZ, 2GB RAM, 250GB HDD",Working,"Grade B - Good Condition",2GB,Black,"Not Applicable",,,,,1
HP,"COMPAQ DX2400 MICROTOWER - PENTIUM DUAL-CORE E5200, 2.50GHZ, 2GB RAM, 250GB HDD",Working,"Not Graded",2GB,Black,"Not Applicable",,,,,1
HP,"COMPAQ DX2400 MICROTOWER - PENTIUM DUAL-CORE E5200, 2.50GHZ, 2GB RAM, 250GB HDD",Working,"Grade B - Good Condition",4GB,Black,"Not Applicable",,,,,1
HP,"COMPAQ DX7500 MICROTOWER - PENTIUM DUAL-CORE E5300, 2.60 GHZ, 2GB RAM, 250GB HDD",Working,"Grade B - Good Condition",2GB,Black,"Not Applicable",,,,,2
HP,"COMPAQ DX7500 MICROTOWER - PENTIUM DUAL-CORE E5300, 2.60 GHZ, 2GB RAM, 320GB HDD",Working,"Grade B - Good Condition",2GB,Black,"Not Applicable",,,,,1
HP,"COMPAQ ELITE 8200",Working,"Grade B - Good Condition",4GB,Black,"Not Applicable",,,,,1
HP,"COMPAQ ELITE 8300",Working,"Grade B - Good Condition",4GB,Black,"Not Applicable",,,,,35
HP,"COMPAQ LA1951G",Working,"Grade B - Good Condition","Not Applicable",Silver,"Not Applicable",,,,,1
HP,"Compaq Presario CQ57",BER,"Not Graded","Not Applicable",Black,"Not Applicable",,,,,1
HP,"COMPAQ PRO 6300",Working,"Grade B - Good Condition",4GB,Black,"Not Applicable",,,,,1
HP,"COMPQ 6735S",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",,,,,1
HP,DC7600,Working,"Grade B - Good Condition",2GB,Silver,"Not Applicable",,,,,1
HP,DC7600,Working,"Grade B - Good Condition",512MB,Silver,"Not Applicable",,,,,1
HP,DC7700,Working,"Grade B - Good Condition",1GB,Silver,"Not Applicable",,,,,10
HP,"DPS-700GB A ",Working,"Grade B - Good Condition","Not Applicable",Silver,"Not Applicable",,,,,2
HP,DX2200,Working,"Grade B - Good Condition",1GB,Black,"Not Applicable",,,,,1
HP,DX2250,Working,"Grade B - Good Condition",1GB,Black,"Not Applicable",,,,,3
HP,"EG0300FBLSE - HDD",Working,"Grade B - Good Condition",Unknown,Silver,"Not Applicable",,,,,4
HP,"EH0300FBQDD - HDD",Working,"Grade B - Good Condition",Unknown,Silver,"Not Applicable",,,,,7
HP,"ELITEBOOK 2170P",Working,"Grade B - Good Condition",4GB,Silver,"Not Applicable",,,,,5
HP,"ELITEBOOK 2170P",Non-working,"Grade B - Good Condition",4GB,Silver,"Not Applicable",,,,,1
HP,"ELITEBOOK 2540P",Working,"Grade B - Good Condition",4GB,Silver,"Not Applicable",,,,,1
HP,"ELITEBOOK 2560P",Working,"Grade B - Good Condition",4GB,Silver,"Not Applicable",,,,,1
HP,"ELITEBOOK 2730P",Working,"Grade B - Good Condition",2GB,Silver,"Not Applicable",,,,,6
HP,"ELITEBOOK 2760P",Working,"Grade B - Good Condition",4GB,Silver,"Not Applicable",,,,,2
HP,"ELITEBOOK 6930P",Working,"Grade B - Good Condition",4GB,Silver,"Not Applicable",,,,,3
HP,"ELITEBOOK 840 G3",Working,"Grade A - Very Good Condition",8GB,"Aluminium Silver","Not Applicable",,,,,1
HP,"ELITEBOOK 840 G3",Working,"Grade A - Very Good Condition",8GB,Black,"Not Applicable",,,,,1
HP,"ELITEBOOK 8440P",Working,"Grade B - Good Condition",4GB,Silver,"Not Applicable",,,,,1
HP,"ELITEBOOK 8460P",Working,"Grade B - Good Condition",4GB,Silver,"Not Applicable",,,,,2
HP,"ELITEBOOK 8460P",Working,"Grade D",8GB,"Aluminium Silver","Not Applicable",,,,,1
HP,"ELITEBOOK 8470P",Working,"Grade B - Good Condition",4GB,Silver,"Not Applicable",,,,,1
HP,"ELITEBOOK 8530P LAPTOP",Working,"Grade B - Good Condition",4GB,Silver,"Not Applicable",,,,,5
HP,"ELITEBOOK 8760W",Working,"Grade B - Good Condition",16GB,Silver,"Not Applicable",,,,,1
HP,"ELITEBOOK 9470P",Working,"Grade B - Good Condition",4GB,Silver,"Not Applicable",,,,,1
HP,"ELITEBOOK FOLIO 9470M",Working,"Grade B - Good Condition",4GB,Silver,"Not Applicable",,,,,1
HP,"ELITEBOOK FOLIO 9480M",Working,"Grade B - Good Condition",4GB,Silver,"Not Applicable",,,,,1
HP,"ELITEBOOK REVOLVE 810G2",Working,"Grade B - Good Condition",8GB,Silver,"Not Applicable",,,,,1
HP,G6000,BER,"Not Graded","Not Applicable",Black,"Not Applicable",,,,,1
HP,G62-B18SA,Working,"Grade B - Good Condition",3GB,Gold,"Not Applicable",,,,,2
HP,G62-B18SA,Working,"Grade B - Good Condition",3GB,Brown,"Not Applicable",,,,,1
HP,HSTND-2111-B,Working,"Grade B - Good Condition","Not Applicable",Grey,"Not Applicable",,,,,5
HP,J9019B,Working,"Grade B - Good Condition","Not Applicable",Grey,"Not Applicable",,,,,2
HP,JD992A,Working,"Grade B - Good Condition","Not Applicable",Grey,"Not Applicable",,,,,1
HP,L1702,Working,"Grade B - Good Condition",Unknown,Black,"Not Applicable",,,,,2
HP,L1706,Working,"Grade B - Good Condition","Not Applicable",Silver,"Not Applicable",,,,,3
HP,L1706,Working,"Grade B - Good Condition","Not Applicable","Light Silver","Not Applicable",,,,,3
HP,L1902,Working,"Grade B - Good Condition","Not Applicable",Silver,"Not Applicable",,,,,1
HP,L1906,Working,"Grade B - Good Condition","Not Applicable",Silver,"Not Applicable",,,,,18
HP,L1906,Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",,,,,1
HP,L1906,Working,"Grade B - Good Condition",Unknown,Black,"Not Applicable",,,,,1
HP,L1906,Working,"Grade B - Good Condition","Not Applicable","Dark Silver","Not Applicable",,,,,1
HP,L1910,Working,"Grade B - Good Condition","Not Applicable",Silver,"Not Applicable",,,,,5
HP,L1940P,Working,"Grade B - Good Condition","Not Applicable",Silver,"Not Applicable",,,,,1
HP,L1940T,Working,"Grade B - Good Condition","Not Applicable",Silver,"Not Applicable",,,,,5
HP,L1940T,Working,"Grade B - Good Condition","Not Applicable","Dark Silver","Not Applicable",,,,,4
HP,L1940T,Working,"Grade B - Good Condition","Not Applicable",Grey,"Not Applicable",,,,,2
HP,L1950,Working,"Grade B - Good Condition","Not Applicable",Silver,"Not Applicable",,,,,2
HP,L1950,Working,"Grade C - Acceptable Condition","Not Applicable",Silver,"Not Applicable",,,,,1
HP,L2045W,Working,"Grade B - Good Condition","Not Applicable",Silver,"Not Applicable",,,,,2
HP,"L2245-H 22\"","Working""","Grade B - Good Condition",Unknown,Black,"Not Applicable",,,,,,1
HP,LA2205WG,Working,"Grade B - Good Condition","Not Applicable",Grey,"Not Applicable",,,,,1
HP,"MBF2300RC - HDD",Working,"Grade B - Good Condition",Unknown,Silver,"Not Applicable",,,,,4
HP,"MBF2300RC - HDD",Working,"Not Graded",Unknown,Silver,"Not Applicable",,,,,2
HP,"MBF2600RC - HDD",Working,"Grade B - Good Condition",Unknown,Silver,"Not Applicable",,,,,2
HP,"MINI 110",Working,"Grade B - Good Condition",1GB,Black,"Not Applicable",,,,,7
HP,"MINI 110",Working,"Brand New",1GB,Black,"Not Applicable",,,,,3
HP,"MINI 5101",Working,"Grade B - Good Condition",1GB,Black,"Not Applicable",,,,,9
HP,"MINI 5101",Working,"Brand New",1GB,Black,"Not Applicable",,,,,2
HP,"MM1000EBKAF 2.5 SATA SAS HD",Working,"Grade B - Good Condition","Not Applicable",Silver,"Not Applicable",,,,,2
HP,"OMEN 15-AX004NA: INTEL CORE I3-6100H, 15.6\", 8GB DDR4, 128GB SSD, 1TB HDD, GTX 950M 2 GB GDDR5""""""",Working,"Grade A - Very Good Condition",8GB,Black,"Not Applicable",1
HP,"PAVILION P6 SERIES",Working,"Grade B - Good Condition",4GB,Silver,"Not Applicable",,,,,1
HP,"PAVILLION 15 LAPTOP ",Working,"Grade B - Good Condition",8GB,"electric BLUE","Not Applicable",,,,,1
HP,"PAVILLION G6 P62475",Working,"Grade B - Good Condition",8GB,Black,"Not Applicable",,,,,1
HP,"PR DOCK STATION 120W",Working,"Brand New","Not Applicable","Metallic Grey","Not Applicable",,,,,2
HP,"PRO 3120 SFF",Working,"Grade B - Good Condition",3GB,Black,"Not Applicable",,,,,1
HP,"PROBOOK 6550B LAPTOP",Working,"Not Graded",4GB,Silver,"Not Applicable",,,,,7
HP,"PROBOOK 6550B LAPTOP",Working,"Grade B - Good Condition",4GB,Silver,"Not Applicable",,,,,4
HP,"PROCURVE 2124",Working,"Grade B - Good Condition","Not Applicable",Grey,"Not Applicable",,,,,1
HP,"PROCURVE 48 PORT",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",,,,,3
HP,"PROLIANT DL380 G6",Working,"Grade B - Good Condition",16GB,Silver,"Not Applicable",,,,,1
HP,Q2670A,"Brand New","Brand New","Not Applicable",Black,"Not Applicable",,,,,3
HP,Q2671A,"Brand New","Brand New","Not Applicable",Blue,"Not Applicable",,,,,1
HP,Q2672A,"Brand New","Brand New","Not Applicable",Yellow,"Not Applicable",,,,,4
HP,Q2673A,"Brand New","Brand New","Not Applicable",Pink,"Not Applicable",,,,,2
HP,"ST9146803SS / EG0146FAWHU - HDD",Working,"Grade B - Good Condition",Unknown,Silver,"Not Applicable",,,,,1
HP,"ST9146803SS / EG0146FAWHU - HDD",Working,"Insurance Grade",Unknown,Silver,"Not Applicable",,,,,1
HP,TPN-C125,Working,"Grade A - Very Good Condition",4GB,White,"Not Applicable",,,,,1
HP,"Z400 WORKSTATION",Working,"Grade B - Good Condition",160GB,Black,"Not Applicable",,,,,1
HP,"Z400 WORKSTATION",Working,"Grade B - Good Condition",10GB,Silver,"Not Applicable",,,,,1
HP,Z420,Working,"Grade B - Good Condition",8GB,Silver,"Not Applicable",,,,,1
HTC,10,Blacklisted,"Grade B - Good Condition",16GB,Grey,O2,,,,,1
HTC,10,Working,"Grade C - Acceptable Condition",32GB,Black,Unlocked,,,,,1
HTC,10,"Working – Minor Screen Burn","Grade C - Acceptable Condition",32GB,Silver,Unlocked,,,,,1
HTC,10,"Non-working - Need Repair - HardWare",Unknown,32GB,Silver,Unlocked,,,,,4
HTC,10,Working,"Grade C - Acceptable Condition",32GB,Silver,Unlocked,,,,,1
HTC,10,"Non-working - Need Repair - HardWare",Unknown,32GB,Grey,Unlocked,,,,,1
HTC,10,"Working – Minor Screen Burn","Grade B - Good Condition",32GB,Gold,Unlocked,,,,,2
HTC,10,"Non-working - Need Repair - HardWare",Unknown,32GB,Gold,Unlocked,,,,,3
HTC,10,"Working – Minor Screen Burn","Grade B - Good Condition",32GB,Silver,Unlocked,,,,,1
HTC,10,"Working – Minor Screen Burn","Grade C - Acceptable Condition",32GB,Grey,Unlocked,,,,,3
HTC,10,"Non-working - DeBrand And Unlock",Unknown,32GB,Grey,"EE Network",,,,,2
HTC,10,Working,"Grade C - Acceptable Condition",32GB,Grey,Unlocked,,,,,2
HTC,10,"Non-working - Need Repair - Software",Unknown,32GB,Grey,Unlocked,,,,,1
HTC,10,"Working – Minor Screen Burn","Grade C - Acceptable Condition",32GB,Gold,Unlocked,,,,,1
HTC,"10 LIFESTYLE",Working,"Grade A - Very Good Condition",32GB,White,Unlocked,,,,,1
HTC,"7 Mozart","Non-working - Need Repair - Software",Unknown,8GB,Grey,Foreign,,,,,3
HTC,"7 Mozart",Working,"Grade A - Very Good Condition",8GB,Grey,Unlocked,,,,,4
HTC,"7 Mozart",Working,"Grade A - Very Good Condition",8GB,Grey,Foreign,,,,,1
HTC,"7 Mozart",Working,"Grade B B2B",8GB,Grey,Unlocked,,,,,1
HTC,"7 Mozart",Working,"Grade B - Good Condition",8GB,Grey,Unlocked,,,,,1
HTC,"7 Mozart",Non-working,"Grade A - Very Good Condition",8GB,Grey,Foreign,,,,,1
HTC,"7 Mozart",Working,"Grade C - Acceptable Condition",8GB,Grey,Unlocked,,,,,1
HTC,"7 Mozart",Non-working,"Grade B - Good Condition",8GB,Black,NOS-Portugal,,,,,1
HTC,"7 Mozart","Non-working - Need Repair - Software","Grade C - Acceptable Condition",8GB,Black,NOS-Portugal,,,,,1
HTC,"7 Mozart","Non-working - Need Battery Cover","Grade B - Good Condition",8GB,Black,Unlocked,,,,,1
HTC,"7 Mozart","Power On Tested-Good LCD","Grade C - Acceptable Condition",8GB,Black,NOS-Portugal,,,,,1
HTC,"7 Mozart","Non-working - Need Repair - Software",Unknown,8GB,Black,Unlocked,,,,,1
HTC,"74H02328-06M 4G LTE BACK COVER","Brand New","Brand New","Not Applicable",White,"Not Applicable",,,,,3
HTC,"8X BACK COVER","Brand New","Brand New","Not Applicable",Blue,"Not Applicable",,,,,5
HTC,"A3288 TATTOO","Non-working - Need Battery Cover And Battery","Grade D","Not Applicable",Grey,NOS-Portugal,,,,,1
HTC,DESIRE,Working,"Grade C - Acceptable Condition","Not Applicable",Black,Orange,,,,,1
HTC,DESIRE,Non-working,Unknown,1GB,Silver,Damaged,,,,,1
HTC,DESIRE,Working,"Grade A - Very Good Condition",1GB,Silver,Damaged,,,,,1
HTC,DESIRE,Non-working,"Not Graded",1GB,Silver,Damaged,,,,,1
HTC,DESIRE,"Brand New","Insurance Grade",1GB,Silver,Unlocked,,,,,1
HTC,DESIRE,Non-working,Unknown,1GB,Silver,"EE Network",,,,,1
HTC,DESIRE,Non-working,Unknown,1GB,Silver,Unlocked,,,,,1
HTC,DESIRE,"Working - Minor Issue","Grade A - Very Good Condition",1GB,Black,Unlocked,,,,,1
HTC,DESIRE,Working,"Grade B - Good Condition",1GB,Black,Unlocked,,,,,1
HTC,DESIRE,BER,"Grade D",1GB,Black,"Not Applicable",,,,,1
HTC,DESIRE,Working,"Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,,,,,2
HTC,DESIRE,Working,"Grade D","Not Applicable",Black,Unlocked,,,,,2
HTC,DESIRE,"Power On Tested-Broken LCD","Grade D","Not Applicable",Black,Unlocked,,,,,1
HTC,DESIRE,Working,"Grade B - Good Condition","Not Applicable",Black,Unlocked,,,,,1
HTC,DESIRE,Working,"Grade A - Very Good Condition","Not Applicable",Black,Unlocked,,,,,10
HTC,DESIRE,BER,"Grade D","Not Applicable",Black,Unlocked,,,,,1
HTC,DESIRE,Non-working,"Grade A - Very Good Condition","Not Applicable",Black,Unlocked,,,,,1
HTC,DESIRE,"Brand New","Insurance Grade","Not Applicable",Black,Unlocked,,,,,1
HTC,DESIRE,Non-working,Unknown,"Not Applicable",Black,Unlocked,,,,,1
HTC,DESIRE,Non-working,Unknown,"Not Applicable",Grey,Damaged,,,,,1
HTC,"DESIRE 10 PRO",Working,"Grade C - Acceptable Condition",64GB,Black,Unlocked,,,,,1
HTC,"Desire 300",Working,"Grade A - Very Good Condition",4GB,White,Unlocked,,,,,1
HTC,"Desire 300",Working,"Grade C - Acceptable Condition",4GB,White,Unlocked,,,,,1
HTC,"Desire 310",Working,"Grade B - Good Condition",4GB,Red,Unlocked,,,,,1
HTC,"Desire 310","Brand New","Brand New",4GB,Orange,Vodafone,,,,,1
HTC,"Desire 310",Non-working,Unknown,4GB,Orange,Unknown,,,,,2
HTC,"Desire 310",Working,"Grade C - Acceptable Condition",4GB,Blue,Unlocked,,,,,2
HTC,"Desire 310",Non-working,"Grade D","Not Applicable",Black,Vodafone,,,,,1
HTC,"Desire 310","Non-working - Need Repair - Software","Grade C - Acceptable Condition","Not Applicable",Red,Unlocked,,,,,1
HTC,"Desire 310",Working,"Grade B B2B",4GB,Orange,Unlocked,,,,,1
HTC,"Desire 310",Working,"Grade C - Acceptable Condition",2GB,Blue,Unlocked,,,,,1
HTC,"Desire 310",Working,"Grade C - Acceptable Condition",2GB,Red,Unlocked,,,,,1
HTC,"Desire 310",BER,Unknown,2GB,Black,Unknown,,,,,1
HTC,"Desire 310",Working,"Grade B - Good Condition",2GB,Red,Unlocked,,,,,1
HTC,"Desire 310",Working,"Grade B - Good Condition",2GB,Blue,Unlocked,,,,,1
HTC,"Desire 310",Working,"Grade C - Acceptable Condition",4GB,Blue,"EE Network",,,,,2
HTC,"Desire 310",Working,"Grade C - Acceptable Condition",8GB,Black,Vodafone,,,,,2
HTC,"Desire 310","Non-working - DeBrand","Grade D",4GB,Violet,Damaged,,,,,1
HTC,"Desire 500",Working,"Grade C - Acceptable Condition",4GB,White,Unlocked,,,,,1
HTC,"Desire 500",Working,"Grade B B2B",4GB,Black,Unlocked,,,,,1
HTC,"Desire 500","Brand New","Insurance Grade",4GB,Black,Unlocked,,,,,1
HTC,"Desire 500","Power On Tested-Good LCD",Unknown,4GB,White,Damaged,,,,,1
HTC,"Desire 500",Working,"Grade B - Good Condition",4GB,Black,Unlocked,,,,,6
HTC,"Desire 500",Working,"Grade C - Acceptable Condition",4GB,Black,Unlocked,,,,,8
HTC,"Desire 500",Working,"Grade D",4GB,Black,Unlocked,,,,,1
HTC,"Desire 510","Brand New","Insurance Grade",8GB,Black,Unlocked,,,,,2
HTC,"Desire 510","Working - Minor Issue","Grade A - Very Good Condition",8GB,Black,Unlocked,,,,,1
HTC,"Desire 510","Brand New","Brand New","Not Applicable",Grey,Vodafone,,,,,1
HTC,"Desire 510",Working,"Grade B - Good Condition",8GB,Grey,Unlocked,,,,,3
HTC,"Desire 510",Working,"Grade A - Very Good Condition",8GB,Grey,Unlocked,,,,,2
HTC,"Desire 510","Brand New","Brand New",8GB,Grey,Unlocked,,,,,1
HTC,"Desire 510",Working,"Grade A - Very Good Condition",8GB,Black,Unlocked,,,,,1
HTC,"Desire 510",Working,"Grade B - Good Condition",8GB,White,Vodafone,,,,,1
HTC,"Desire 510","Power On Tested-Broken LCD","Grade D",8GB,White,Foreign,,,,,1
HTC,"Desire 510",Working,"Grade B B2B",8GB,White,Unknown,,,,,1
HTC,"Desire 510","Working - Minor Issue","Grade C - Acceptable Condition",8GB,White,Vodafone,,,,,1
HTC,"Desire 510",Working,"Grade B B2B",8GB,White,Unlocked,,,,,3
HTC,"Desire 510",Working,"Grade C - Acceptable Condition",8GB,White,Vodafone,,,,,1
HTC,"Desire 510",Working,"Grade C - Acceptable Condition",8GB,White,Unlocked,,,,,1
HTC,"Desire 510",Working,"Grade B B2B",8GB,Black,Unlocked,,,,,1
HTC,"Desire 510",Working,"Grade C - Acceptable Condition",8GB,Grey,Unlocked,,,,,2
HTC,"Desire 510",Working,"Grade C - Acceptable Condition",8GB,Black,Unlocked,,,,,1
HTC,"Desire 510",Working,"Grade B - Good Condition",8GB,Black,Unlocked,,,,,1
HTC,"Desire 510",Working,"Grade D",8GB,Grey,Unlocked,,,,,1
HTC,"Desire 510",Non-working,Unknown,8GB,Black,Damaged,,,,,1
HTC,"Desire 510",Blacklisted,"Grade B - Good Condition",8GB,White,Vodafone,,,,,1
HTC,"Desire 510",Working,"Grade C - Acceptable Condition",8GB,Black,Vodafone,,,,,1
HTC,"Desire 510","Non-working - Need Battery","Grade B - Good Condition",8GB,Grey,Damaged,,,,,1
HTC,"Desire 510","Non-working - DeBrand","Grade B - Good Condition",8GB,Black,Damaged,,,,,1
HTC,"Desire 510","Working - Minor Issue","Grade C - Acceptable Condition",8GB,Black,"EE Network",,,,,1
HTC,"Desire 510",Blacklisted,"Grade C - Acceptable Condition",8GB,Black,O2,,,,,1
HTC,"Desire 510",Blacklisted,"Grade C - Acceptable Condition",8GB,Black,Unlocked,,,,,1
HTC,"DESIRE 510 - FBA UK","Brand New","Brand New",8GB,Grey,Unlocked,,,,,19
HTC,"DESIRE 530",Working,"Grade C - Acceptable Condition",16GB,Grey,"Three(3) Ireland",,,,,5
HTC,"DESIRE 530",Working,"Grade A - Very Good Condition",16GB,Grey,"Three(3) Ireland",,,,,3
HTC,"DESIRE 530",Working,"Grade B B2B",16GB,Grey,"Three(3) Ireland",,,,,3
HTC,"DESIRE 530",Working,"Grade B - Good Condition",16GB,Grey,"Three(3) Ireland",,,,,4
HTC,"DESIRE 530","Non-working - Unlock","Grade B - Good Condition",16GB,Black,"EE Network",,,,,1
HTC,"DESIRE 530",Working,"Grade C - Acceptable Condition",16GB,Grey,"EE Network",,,,,1
HTC,"DESIRE 530","Non-working - Need Repair - HardWare",Unknown,16GB,Grey,Unlocked,,,,,1
HTC,"DESIRE 530","Working – Minor Screen Burn","Grade B - Good Condition",16GB,Black,Unlocked,,,,,1
HTC,"Desire 601",Working,"Grade A - Very Good Condition",8GB,Black,Unlocked,,,,,1
HTC,"Desire 610","Brand New","Brand New",8GB,White,Unlocked,,,,,399
HTC,"Desire 610",Working,"Grade A - Very Good Condition",8GB,White,Unlocked,,,,,1
HTC,"Desire 610",BER,"Grade D",8GB,Blue,Unknown,,,,,1
HTC,"Desire 610","Non-working - DeBrand","Grade C - Acceptable Condition",8GB,Blue,Unlocked,,,,,1
HTC,"Desire 610","Working – Minor Screen Burn","Grade B - Good Condition",8GB,Blue,Unlocked,,,,,1
HTC,"Desire 610",Working,"Grade D",8GB,Blue,Unlocked,,,,,1
HTC,"Desire 610",Blacklisted,"Grade C - Acceptable Condition",8GB,Blue,Damaged,,,,,1
HTC,"Desire 610","Non-working - DeBrand","Grade C - Acceptable Condition",8GB,White,Damaged,,,,,1
HTC,"Desire 620",Working,"Grade B - Good Condition",8GB,Grey,Unlocked,,,,,8
HTC,"Desire 620","Brand New","Insurance Grade",8GB,Grey,Unlocked,,,,,4
HTC,"Desire 620",Working,"Grade A - Very Good Condition",8GB,Grey,Unlocked,,,,,6
HTC,"Desire 620",Working,"Grade B B2B",8GB,Grey,Unlocked,,,,,3
HTC,"Desire 620",Working,"Grade C - Acceptable Condition",8GB,White,Unlocked,,,,,1
HTC,"Desire 620",Working,"Grade C - Acceptable Condition",8GB,Grey,"EE Network",,,,,1
HTC,"Desire 620","Working - Minor Issue","Grade D",8GB,Grey,Unlocked,,,,,1
HTC,"Desire 620",Non-working,Unknown,8GB,Grey,Damaged,,,,,2
HTC,"Desire 620",Working,"Grade C - Acceptable Condition",8GB,White,Vodafone,,,,,1
HTC,"Desire 620",Working,"Grade C - Acceptable Condition",8GB,Grey,Unlocked,,,,,1
HTC,"Desire 620","Non-working - DeBrand","Grade C - Acceptable Condition",8GB,Black,Unlocked,,,,,1
HTC,"Desire 620","Non-working - Need Repair - HardWare",Unknown,8GB,White,Unlocked,,,,,1
HTC,"Desire 620",Blacklisted,"Grade B - Good Condition",8GB,Grey,O2,,,,,1
HTC,"DESIRE 626","Non-working - DeBrand","Grade B - Good Condition",16GB,Black,Unlocked,,,,,1
HTC,"DESIRE 626",Working,"Grade A - Very Good Condition",8GB,Grey,Unlocked,,,,,1
HTC,"DESIRE 626",Working,"Grade B - Good Condition",16GB,Black,Unlocked,,,,,1
HTC,"DESIRE 626","Working – Minor Screen Burn","Grade C - Acceptable Condition",16GB,Black,"EE Network",,,,,1
HTC,"DESIRE 650",Working,"Grade B - Good Condition",16GB,"Dark Blue",Unlocked,,,,,1
HTC,"Desire 820",Non-working,"Grade D",16GB,Grey,Unlocked,,,,,1
HTC,"Desire 820","Working - Minor Issue","Grade D",16GB,Grey,Unlocked,,,,,1
HTC,"Desire 820",Working,"Grade C - Acceptable Condition",16GB,White,Unlocked,,,,,1
HTC,"DESIRE 820S DUAL SIM","Non-working - DeBrand","Grade B - Good Condition",16GB,Grey,Damaged,,,,,1
HTC,"DESIRE 825",Working,"Grade A - Very Good Condition",16GB,Grey,Unlocked,,,,,4
HTC,"DESIRE 825","Brand New","Insurance Grade",16GB,Grey,Unlocked,,,,,11
HTC,"DESIRE 825",Non-working,"Insurance Grade",16GB,Grey,Three(3),,,,,1
HTC,"DESIRE 825",Working,"Grade A - Very Good Condition",16GB,Black,Unlocked,,,,,1
HTC,"Desire A8181 ",BER,"Grade D",4GB,Black,Unlocked,,,,,1
HTC,"Desire C",Working,"Grade B B2B","Not Applicable",Black,Unlocked,,,,,1
HTC,"Desire C",Working,"Grade B - Good Condition","Not Applicable",Black,Unlocked,,,,,1
HTC,"Desire C",Working,"Grade A - Very Good Condition",1GB,Black,Unlocked,,,,,2
HTC,"Desire C",Working,"Grade B - Good Condition",1GB,Black,Unlocked,,,,,5
HTC,"Desire C",Working,"Grade C - Acceptable Condition",1GB,Black,Unlocked,,,,,1
HTC,"Desire C",Working,"Grade D",1GB,Black,Unlocked,,,,,2
HTC,"Desire C",Working,"Grade A - Very Good Condition",4GB,White,Unlocked,,,,,1
HTC,"Desire C","Working – Minor Screen Burn","Grade B - Good Condition","Not Applicable",Black,Unlocked,,,,,1
HTC,"Desire C",Working,"Grade A - Very Good Condition","Not Applicable",Black,Unlocked,,,,,1
HTC,"Desire C",Working,"Grade B - Good Condition",4GB,Black,Unlocked,,,,,1
HTC,"Desire C","Brand New","Insurance Grade","Not Applicable",Black,Unlocked,,,,,1
HTC,"Desire C","Brand New","Insurance Grade",4GB,Black,Unlocked,,,,,2
HTC,"Desire C",Working,"Grade A - Very Good Condition",4GB,Black,Unlocked,,,,,1
HTC,"Desire C",BER,"Grade D",4GB,Black,Damaged,,,,,1
HTC,"DESIRE EYE M910N",BER,"Grade A - Very Good Condition",16GB,White,Unlocked,,,,,1
HTC,"DESIRE EYE M910N",Non-working,Unknown,16GB,White,Unlocked,,,,,1
